IMR-SAG0-4-E9-A10,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A10_1.fastq.gz,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A10_2.fastq.gz
IMR-SAG0-4-E9-A11,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A11_1.fastq.gz,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A11_2.fastq.gz
IMR-SAG0-4-E9-A1,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A1_1.fastq.gz,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A1_2.fastq.gz
IMR-SAG0-4-E9-A12,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A12_1.fastq.gz,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A12_2.fastq.gz
IMR-SAG0-4-E9-A13,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A13_1.fastq.gz,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A13_2.fastq.gz
IMR-SAG0-4-E9-A14,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A14_1.fastq.gz,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A14_2.fastq.gz
IMR-SAG0-4-E9-A15,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A15_1.fastq.gz,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A15_2.fastq.gz
IMR-SAG0-4-E9-A16,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A16_1.fastq.gz,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A16_2.fastq.gz
IMR-SAG0-4-E9-A17,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A17_1.fastq.gz,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A17_2.fastq.gz
IMR-SAG0-4-E9-A18,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A18_1.fastq.gz,/home/lizhixin/project/scRNA-seq/rawData/Jun_2018/NganE_RNASeq_SS-180606-02a/primary_seq/IMR-SAG0-4-E9-A18_2.fastq.gz
